	ID	Description	setSize	enrichmentScore	NES	pvalue	p.adjust	qvalues	rank	leading_edge	core_enrichment
GO_CHEMOKINE_BINDING	GO_CHEMOKINE_BINDING	GO_CHEMOKINE_BINDING	33	0.790886830193665	2.29166453748749	0.00892857142857143	0.402089783281734	0.397588398240183	2053	tags=55%, list=11%, signal=49%	CXCR5/CCR8/XCR1/CCR6/CXCR2/CCR4/CCR3/PDPN/ITGA4/CXCR1/CCR2/ITGB3/CCR7/CX3CR1/CCR1/CCR5/CXCR6/FGF2
GO_G_PROTEIN_COUPLED_CHEMOATTRACTANT_RECEPTOR_ACTIVITY	GO_G_PROTEIN_COUPLED_CHEMOATTRACTANT_RECEPTOR_ACTIVITY	GO_G_PROTEIN_COUPLED_CHEMOATTRACTANT_RECEPTOR_ACTIVITY	26	0.825165194439383	2.20619884821709	0.0072463768115942	0.376449275362319	0.372234935163997	1920	tags=65%, list=10%, signal=59%	CXCR5/CCR8/XCR1/CCR6/CXCR2/CCR4/CCR3/CXCR1/CCR2/CCR7/GPR75/CMKLR1/CX3CR1/GPR17/CCR1/CCR5/CXCR6
GO_C_C_CHEMOKINE_BINDING	GO_C_C_CHEMOKINE_BINDING	GO_C_C_CHEMOKINE_BINDING	24	0.810069021117991	2.12804624928024	0.00662251655629139	0.376449275362319	0.372234935163997	1920	tags=58%, list=10%, signal=53%	CXCR5/CCR8/XCR1/CCR6/CXCR2/CCR4/CCR3/CXCR1/CCR2/CCR7/CX3CR1/CCR1/CCR5/CXCR6
GO_IMMUNE_RECEPTOR_ACTIVITY	GO_IMMUNE_RECEPTOR_ACTIVITY	GO_IMMUNE_RECEPTOR_ACTIVITY	131	0.537707975230766	1.95543008196297	0.125	1	0.988805025074718	2465	tags=44%, list=13%, signal=39%	CXCR5/CR1/CCR8/XCR1/CCR6/FPR2/GPR33/IL2RA/CXCR2/IL9R/CCR4/IL22RA2/CD200R1/KLRC4-KLRK1/IL17REL/CCR3/IL31RA/IL21R/FLT3/FPR1/CXCR1/CCR2/IL7R/CCR7/GPR75/FCGR2B/CSF2RB/IL1RAP/CMKLR1/KLRK1/CX3CR1/IL1RL1/GPR17/CCR1/IL1RAPL2/CCR5/IL5RA/GFRA1/CSF3R/FPR3/FCGR1B/C5AR2/CSF2RA/MPL/LILRB1/IL20RB/F3/CXCR6/IL18R1/IL12RB2/LILRB2/HLA-DOB/LEPR/CR2/IL10RA/IL12RB1/IL1R2/C3AR1
GO_BITTER_TASTE_RECEPTOR_ACTIVITY	GO_BITTER_TASTE_RECEPTOR_ACTIVITY	GO_BITTER_TASTE_RECEPTOR_ACTIVITY	20	0.756049988688356	1.92700025922913	0.00523560209424084	0.362652705061082	0.358592817121337	1912	tags=75%, list=10%, signal=68%	TAS2R40/TAS2R3/TAS2R7/TAS2R39/TAS2R38/TAS2R9/TAS2R43/TAS2R8/TAS2R10/TAS2R50/TAS2R30/TAS2R13/TAS2R46/TAS2R5/TAS2R4
GO_CYTOKINE_RECEPTOR_ACTIVITY	GO_CYTOKINE_RECEPTOR_ACTIVITY	GO_CYTOKINE_RECEPTOR_ACTIVITY	97	0.535510383577118	1.83987930777955	0.0666666666666667	0.796168582375479	0.787255495059488	2265	tags=42%, list=12%, signal=38%	CXCR5/CCR8/XCR1/CCR6/IL2RA/CXCR2/IL9R/CCR4/IL22RA2/IL17REL/CCR3/IL31RA/IL21R/FLT3/CXCR1/CCR2/IL7R/CCR7/GPR75/CSF2RB/IL1RAP/CMKLR1/CX3CR1/IL1RL1/GPR17/CCR1/IL1RAPL2/CCR5/IL5RA/GFRA1/CSF3R/CSF2RA/MPL/IL20RB/F3/CXCR6/IL18R1/IL12RB2/LEPR/IL10RA/IL12RB1
GO_CHEMOKINE_ACTIVITY	GO_CHEMOKINE_ACTIVITY	GO_CHEMOKINE_ACTIVITY	47	0.581818526541297	1.83343472406726	0.0125	0.420183823529412	0.415479876160991	4079	tags=53%, list=21%, signal=42%	CCL27/CCL7/CCL13/CXCL5/CCL24/CCL11/CXCL8/CXCL6/CCL22/CXCL11/PPBP/CCL19/CCL23/CCL18/CXCL3/CCL21/CCL3L1/CXCL9/C10orf99/CXCL10/CCL8/C5/CXCL12/CXCL1/CCL4
GO_NADPLUS_NUCLEOSIDASE_ACTIVITY	GO_NADPLUS_NUCLEOSIDASE_ACTIVITY	GO_NADPLUS_NUCLEOSIDASE_ACTIVITY	16	0.761090793164946	1.82078247565707	0.00427350427350427	0.317155067155067	0.31360452413084	3359	tags=75%, list=17%, signal=62%	TLR6/TLR10/CD38/TLR1/IL1RAP/IL1RL1/IL1RAPL2/IL18R1/TLR4/TLR2/SARM1/BST1
GO_OPSONIN_BINDING	GO_OPSONIN_BINDING	GO_OPSONIN_BINDING	15	0.776048198806198	1.82057029226815	0.00409836065573771	0.317155067155067	0.31360452413084	2131	tags=53%, list=11%, signal=48%	CR1/PTX3/CRP/MASP2/ITGAM/C4A/MEGF10/VSIG4
GO_CHEMOKINE_RECEPTOR_BINDING	GO_CHEMOKINE_RECEPTOR_BINDING	GO_CHEMOKINE_RECEPTOR_BINDING	61	0.54133440971741	1.79206025733316	0.0181818181818182	0.472272727272727	0.466985645933014	2117	tags=31%, list=11%, signal=28%	CCL27/DEFB4A/CCL7/CCL13/DEFB103B/CXCL5/CCL24/CCL11/CCR2/CXCL8/CXCL6/CCL22/CXCL11/PPBP/CCL19/CCL23/CCL18/CXCL3/CCL21
