	mean_treat	mean_ctrl	FoldChange	log2FoldChange	pvalue	padj
RNF4	2.04500374965246	2.13437877592039	0.95812597685273	-0.0617127372224096	5.94920804615182e-12	4.1243338676232e-11
SNX7	2.19446686005398	2.40275126399341	0.913314204819829	-0.130816823119913	3.00801120044671e-18	5.65587168545976e-17
IL4	0.167977842601586	0.0952434441923217	1.76366829261649	0.81857924706492	8.22620428654675e-07	2.93582621377379e-06
IFT20	1.8080375255131	1.75178919772244	1.03210907331989	0.0455954428760138	0.00034456867863481	0.000842068264424524
ELAC2	2.11688647634132	2.12419267028717	0.996560484343982	-0.00497072553300655	0.556040528234385	0.621157808759546
RAB35	2.17762467601577	2.25952825350367	0.963751912656594	-0.0532662766924329	9.15023370264127e-11	5.4599561886011e-10
FNBP1L	2.2092727497845	2.37097855120814	0.93179786407547	-0.101911071471749	5.20397416536582e-13	4.17514740429514e-12
REXO2	2.21119142062568	2.24513298081065	0.98488216044436	-0.0219769761179833	0.0208951340051625	0.0362271332911656
DTYMK	2.03104230539053	1.93143523071739	1.05157153244851	0.0725469917707029	1.16524579067334e-07	4.6448157042633e-07
ASNSD1	2.22821108172271	2.3323408273677	0.955353975532592	-0.0658927186750709	4.49895352078642e-13	3.64543989971313e-12
FCGRT	2.74251790386694	2.72981658992363	1.0046528085404	0.0066970158948019	0.256684190588888	0.324002219250793
ILDR2	0.524784735663181	0.838139677233824	0.626130405131479	-0.675464934145496	5.56298460393017e-16	7.04789022194421e-15
ATF7	1.91463314148066	1.99287242240343	0.96074044678263	-0.0577813691083635	7.66780710546426e-06	2.38798469013789e-05
CCDC9	2.01728994673576	1.96676286226143	1.02569048126942	0.0365954400030526	0.00329379392526627	0.00680062968970639
KRT33A	0.0744270910591174	0.0432498674241081	1.72086287176989	0.783132139737427	0.0520520791035546	0.0813706823531282
LRRC17	1.54446510717069	1.46905970219395	1.05132902690349	0.072214249885033	0.0636095882594077	0.0968193935516782
C15orf41	0.820050576495936	0.853655031872251	0.960634619229487	-0.0579402937128963	0.0551878175275729	0.0856285603382309
CD96	1.20475004630062	1.28332091034078	0.938775357428488	-0.0911481228412792	0.0747732674337814	0.111415647363767
ZFP82	0.886303216184618	0.955600780819543	0.927482724976958	-0.108607684121224	0.000694901391248237	0.00161402848405963
FBXL17	1.63562778811402	1.85814224766552	0.880248963807236	-0.184016471079038	8.81449923264044e-25	7.45454792246163e-23
ARMC3	0.181828603841229	0.247288759783304	0.735288591364051	-0.443617494444244	0.00168677824503846	0.0036683624396161
PDE1A	1.40419263758468	1.39950846877003	1.00334700998185	0.00482065181050566	0.921209658483487	0.938503957453765
OR2W3	0.151453880696153	0.184723801660403	0.81989369715651	-0.286491224823439	0.0171525679346733	0.030229370065113
DMWD	1.79759668307038	1.75937471551667	1.021724745284	0.0310065836533409	0.0102075342266839	0.0189755817539724
FABP5	1.79056089466501	1.68535255716857	1.06242512111127	0.0873611648190965	0.00411516558469175	0.00833183489092528
KRTCAP2	1.90906798822675	1.67571281553576	1.13925725847981	0.188093562344752	3.68847423866663e-26	4.70967534160727e-24
LRRC71	0.365304569460334	0.233657637716725	1.56341805485174	0.644703603684306	7.8917288439465e-06	2.45380892400667e-05
APCDD1	1.49109945150857	1.43139354368931	1.04171173475142	0.0589561064256007	0.130284371712797	0.180168152175352
AC006538.2	0.00035643731380506	0.0012059142693903	0.295574339613106	-1.75840706802789	0.142848234305366	0.195070816817393
FAM20C	2.46270668176966	2.36075805195114	1.04318470066607	0.0609946162891336	2.71244988111445e-06	8.98904510219709e-06
LETM1	1.76775379319377	1.79279133618536	0.986034323969424	-0.0202902270280088	0.110878562325226	0.156658971113445
NOL10	1.97177608905767	2.01986711555699	0.976190994878365	-0.0347646516010099	1.5138959003905e-06	5.20145450405009e-06
JPT1	2.25686463795972	2.12139464245974	1.06385893166153	0.0893068612854526	2.13125355808866e-09	1.06323211212513e-08
RAB21	1.93212407742164	2.0497731387231	0.942603862310953	-0.08527650209187	2.09483994822151e-16	2.84002728858123e-15
CD79B	1.59596154217003	1.50935191260218	1.05738199875371	0.0804966710883376	0.0106936121121111	0.0197588580556324
JAZF1	1.85175506569164	1.96399018012756	0.942853525658343	-0.0848944323855228	8.4224540982856e-08	3.41933917023259e-07
LYG1	2.04136642320013	2.13111838609468	0.957885041262762	-0.0620755708171704	0.136818748638914	0.18788774591662
RADIL	0.288318415694137	0.219096996246986	1.31593960954681	0.396093283141197	3.25478189796335e-05	9.32884670754283e-05
EFNB1	2.40345781477277	2.34189027786833	1.02628967611603	0.0374379973301226	0.000287682196148541	0.000713671032883541
SMIM3	2.45593757092753	2.35654059510522	1.04217919098392	0.0596033541211983	0.00605819171287082	0.0118911718379026
MAP6D1	0.957345836797845	0.797016610951177	1.20116171186862	0.264430393512834	1.03420719487419e-07	4.14361602934006e-07
CYP26B1	1.03302569095274	1.05839097615221	0.976034106704416	-0.0349965324336391	0.571006243470897	0.634935282170154
NANS	1.99511738905704	1.93696823556956	1.03002070577083	0.0426733391683418	2.7635987937325e-05	8.00202549790398e-05
RAB3B	0.140253724702964	0.16500035707991	0.850020734409919	-0.234430061795227	0.37171437502668	0.443469436978395
PRAMEF2	0.00720709363249542	0.00397516560707077	1.81302978162115	0.858402623617235	0.172910918059559	0.230280707288264
RGPD2	0.0804596713502643	0.0756119905501897	1.06411259331755	0.0896508098868665	0.611501611932718	0.672386755823582
TAOK1	1.68434809444323	1.89338328689737	0.889597001356934	-0.168776169837152	9.53662264563052e-25	7.92797702149097e-23
TBC1D4	1.83316461162416	2.0503647269951	0.894067571241699	-0.161544224316134	2.62612154430087e-15	2.98973837351176e-14
CCDC68	0.970360510733107	1.16349100730664	0.834007744485617	-0.261867314479871	2.54362522634448e-07	9.70173026588555e-07
NLGN4X	0.609634769334202	0.606891685514394	1.0045198902626	0.0065061308199495	0.94174378201737	0.955040828773429
TRIM39-RPP21	0.0287242768198681	0.0182065678810274	1.57768762391515	0.657811585553927	0.00196989690516095	0.00423365301861653
PRR32	0.00717114497922384	0.0043969970274549	1.63091876897963	0.705684927660662	0.180017272827001	0.238412137614284
SORT1	2.15409117050681	2.22014736419757	0.970246932813564	-0.0435761275791949	0.0109440601665449	0.020167811836007
FXYD7	0.258902460290589	0.174045189705502	1.48755883876292	0.572946733773634	3.58088968889435e-06	1.16807916116614e-05
GPR61	0.0997563500086699	0.089035130672203	1.12041560736221	0.164033985371923	0.256593584558437	0.323929710367278
NBEAL1	0.747580293587707	1.09102665485436	0.685208093002552	-0.545385903673132	8.50455286236358e-28	2.13006339383506e-25
COX6B1	3.07822573325258	2.97706451157621	1.03398019132035	0.0482085472025152	2.18270787761757e-22	9.64737128894498e-21
RACK1	3.19183199022793	3.15477169982265	1.01174737633388	0.0168491078113751	8.22877591523827e-05	0.000222624797507402
ARHGAP12	1.87208736317308	2.00891360268024	0.931890431064526	-0.101767757875243	2.67860204650835e-16	3.55497075955076e-15
GOLGA8T	0.0420404866964464	0.0576828009686664	0.728821867011677	-0.45636184958379	0.00257355193907692	0.00542302995165643
OR10G9	0.00144497554286273	0.000892458481503864	1.61909553532152	0.695188114898171	0.453988883285954	0.523777642702085
ANGPTL4	3.19390477305612	3.05876632864495	1.04418070224771	0.0623714012541379	0.000126059602283744	0.000331141641819984
ZNF229	0.868895690919153	0.978536400584585	0.887954388206783	-0.171442523715061	0.00618141860095892	0.0120990074930702
OXGR1	0.161442982772187	0.172350554826639	0.93671286950353	-0.0943212083962815	0.727584543330693	0.774736558484134
JAML	1.28055536185453	1.35190150979164	0.947225336002394	-0.0782204247775898	0.050882120740958	0.0798099647366804
ZNF135	0.948010066264154	0.972092569572459	0.975226121398194	-0.0361913258745487	0.474613385655857	0.543273399084363
PTPRQ	0.0293509512037356	0.0189367593803272	1.54994582833573	0.632217793204585	0.22168985025098	0.285587399571589
APOD	1.49984331939515	1.30035856420506	1.15340749904011	0.205902307421674	0.000463675999933343	0.00110968692082541
SNAI2	1.77678713273951	1.72134056459877	1.03221127142476	0.0457382895999564	0.142924047085586	0.195147063451496
BRI3	2.38864419732536	2.3853236624997	1.00139206887429	0.00200693429000215	0.783250705710292	0.823462801999583
E2F6	1.38132607789135	1.4442099913036	0.956457915544894	-0.0642266039640677	4.30405673878864e-06	1.39142896655593e-05
FOXN3	1.79019129708403	2.03237017587026	0.880839188814348	-0.183049438598143	4.00854268816862e-20	1.06690585771202e-18
SAP30BP	2.04673566294923	1.97192462454478	1.03793808215246	0.0537203827748281	1.60367372669141e-10	9.29654893906331e-10
NR4A3	1.16639891405842	1.35036084962722	0.863768313766216	-0.211283700790686	0.000747534183877319	0.00172622078205996
WSCD1	1.58674525494837	1.5544001660744	1.02080872710896	0.0297125681721239	0.474128507338095	0.542845602728536
SLC28A3	0.152798659979007	0.112547253995803	1.35764005388087	0.441101033843307	0.0472506145113174	0.0748209157634958
THAP6	1.32347793351759	1.45512915957273	0.909526089014811	-0.136813073885291	7.37858589537519e-12	5.06493513886331e-11
SCN1A	0.126467511689862	0.120364473484447	1.05070464754871	0.0713571855704039	0.718816878628058	0.76690549619779
FAM69B	1.57321020839985	1.43895952842364	1.09329705062886	0.128685436915148	0.000265435984317899	0.000662775739983957
AVL9	1.46288334338395	1.6460083161323	0.888746022147294	-0.170156897360615	7.1440429647013e-19	1.47066410282829e-17
NDRG3	2.27080309724114	2.32144543042365	0.978184999518481	-0.031820753791941	2.34135077664171e-07	8.97755226152551e-07
UGT1A4	0.0615164901398008	0.0590468356372774	1.04182534890937	0.059113445196962	0.902776151118167	0.923142365257498
TMBIM4	2.27069492683008	2.27569209289897	0.997804111512062	-0.00317148081678991	0.648305424640035	0.705941406597611
INPP5A	1.91658733136723	1.97576929770084	0.970046114998102	-0.043874761713714	0.00456541038454602	0.00915989085678248
FAM9B	0.0542987698418149	0.0429455583094721	1.26436288126772	0.33841058683002	0.338250264552427	0.409471878070158
MPHOSPH6	1.78725362810249	1.79192549536464	0.997392822818675	-0.00376627339742868	0.762447300914637	0.805623369066383
OR9I1	0.0192491414299498	0.0305926674038206	0.629207684830577	-0.668391803664502	0.0110825021731045	0.0203854085307109
RUVBL2	2.48145135628112	2.36554044758109	1.04899975767422	0.0690143446432628	1.49941727094049e-19	3.49553887888943e-18
HOXC4	1.49528683626014	1.50268713984886	0.995075286536717	-0.00712241204093983	0.799385992475907	0.837048011417126
GJA5	1.92932608385109	2.01285067117822	0.958504329942052	-0.0611431457567789	0.0579126862829639	0.0893173000097879
KIF18B	0.764610031412427	0.639634324835697	1.19538617882777	0.257476767391044	0.00222358456366141	0.00473511532981134
FDX2	1.29960429954919	1.03588015299265	1.25458943855102	0.327215322843222	2.54587179971898e-20	7.02488015244492e-19
TNFSF9	1.75260107913569	1.72151034178259	1.01806015136738	0.0258228045527983	0.567385930747428	0.631592680517479
ABRAXAS2	1.8899266099208	2.04182255022364	0.925607668361677	-0.111527278128286	1.81098394759626e-20	5.1423520930582e-19
FBXO48	0.923162322454125	1.02822451967449	0.897821735224109	-0.15549907223552	2.09836384386156e-07	8.10311050675615e-07
AC011448.1	0.658658275195345	0.514399208927894	1.28044185092764	0.356641736900089	2.76111274886396e-10	1.55003157074156e-09
UBC	3.16748402289879	3.14788974426311	1.00622457589926	0.00895233136396885	0.00402598253691017	0.00816311311272206
IL1RAPL1	0.104782221427378	0.0866765893885905	1.20888722279572	0.273679661706639	0.274069348671012	0.34275774890448
WDR83OS	2.57303037578388	2.51798790745518	1.02185970320419	0.0311971342543772	4.27194592289343e-10	2.33445414124884e-09
ANKRD46	1.67595902759376	1.8034704423894	0.929296642851157	-0.105788898863769	1.83548194586353e-09	9.22510298286337e-09
ASPN	1.674577131848	1.66524113935163	1.0056063907357	0.00806572338081228	0.850376072733612	0.879131447156895
DMBT1	0.103747340038319	0.122769679692807	0.845056697206626	-0.24287995581824	0.0659996301350949	0.0999743176179897
HNF4A	1.74599592741234	1.99551847034247	0.874958540029294	-0.192713438526691	0.000566940180312219	0.00133547724715176
STEAP1	1.0852800489832	1.32126062583235	0.821397404694107	-0.283847705935206	5.98497945947895e-06	1.89624649238373e-05
YPEL1	0.771339614592117	0.896311047632779	0.860571357040928	-0.21663327196425	3.78137239081674e-09	1.83489545521599e-08
NARS	2.56386216692495	2.63823062021614	0.971811238668324	-0.0412519780554384	4.56382758933427e-13	3.69341076160871e-12
SLC26A9	0.715032842390058	0.958974422495724	0.745622433317034	-0.423482828312067	7.60792095471142e-05	0.000206830425509661
CITED1	0.237137386929979	0.159640947816273	1.48544211352901	0.570892385616397	6.15078969797555e-06	1.94562544591403e-05
SLC17A4	1.57864291724152	1.84652768118937	0.854925129649124	-0.226130013851995	0.00152927015505773	0.0033523139305664
COQ7	1.85559165529932	1.9466925765613	0.953202204416424	-0.0691458069167058	2.92770474207108e-12	2.12228719261969e-11
TNNT3	0.452284593665848	0.327828222425014	1.3796389777555	0.464290793711494	0.0189503711813274	0.0330962320220287
PTGS1	1.88570002359481	1.99141715322144	0.946913619049821	-0.0786952711498671	0.0440342832034971	0.0704490833399001
FGF9	0.230301563866549	0.204487203159733	1.12623949229063	0.171513645891498	0.563383881892569	0.627710021481307
HSH2D	0.984971654327799	0.822318391761993	1.19779840046784	0.260385110864685	0.000181593789236536	0.000465505349235659
TPX2	1.59772482837955	1.58319806748265	1.00917558023552	0.0131772018951781	0.712565347638237	0.761649977100213
HIST3H3	0.0906187332823195	0.0808862237164211	1.12032345087613	0.163915315859703	0.487836597505073	0.55603125839318
MBD3	2.09357771221926	1.94392799628036	1.07698315792831	0.106995688913412	7.25623941157398e-16	9.03491989448753e-15
ATP10A	1.0115821365735	0.970071655340898	1.0427911495033	0.0604502434311737	0.239663422470413	0.305458286885568
NOP56	2.24692114733901	2.21858326841068	1.01277296161556	0.0183107942155294	0.0262169884021355	0.0444905390396212
FAM221B	0.103915517897901	0.0673071924154313	1.54389916097699	0.626578526757999	0.0436721639366691	0.0699556735541791
NUDT16	2.00074835418075	2.07228809727037	0.965477897024138	-0.050684863384841	0.000124902445797407	0.000328278512188639
PSAP	3.28457076823501	3.37287237345027	0.973820057375925	-0.0382728793709162	9.33849277257315e-19	1.89643237843024e-17
ISY1	1.76727849540334	1.64279378650323	1.07577622335977	0.105378008169078	5.41593233080038e-17	8.20835174666534e-16
PELP1	2.15413892295256	2.03575905777755	1.05815023380235	0.0815444726075626	1.25778579756672e-15	1.49998155564156e-14
TSPAN33	2.35493328079348	2.44704590912069	0.962357621496236	-0.0553549816786187	0.000783886344373559	0.00180398205014511
ARHGAP32	1.44080113808311	1.61680939128377	0.891138526192684	-0.166278380853818	4.61960479993017e-10	2.51039219392033e-09
PGLYRP3	0.0189380245151504	0.00766779277625224	2.46981433481131	1.30440259309955	0.00603789677472526	0.0118537183590627
NMBR	0.0908722367786053	0.102205845494617	0.889109975450389	-0.169566215512889	0.375343770982491	0.446980549217552
FCER1G	2.66369677092288	2.67221180665407	0.99681348772205	-0.00460450552016216	0.718049653506896	0.766379918646783
TINCR	0.236165491428231	0.150900087226393	1.56504542687186	0.646204533305889	0.000132812043815293	0.000347803765144178
RAD54B	0.639062793761084	0.579436383365059	1.10290415325621	0.141307420457666	0.0450440733026728	0.0718821284137408
PPP1R18	2.40242292598587	2.34882204848483	1.02282032286593	0.032552731517981	0.00302683309644071	0.00629467866426078
CNIH3	0.797258885042792	0.786645761270187	1.01349161756808	0.0193341565473093	0.679472469202271	0.733136758993459
KCNQ2	0.0176178285465675	0.00681430870846781	2.58541684861954	1.37039690605383	0.0184519961446681	0.0323142808916975
FAM219B	1.49440782359539	1.67986667318389	0.88959906607529	-0.168772821404691	1.75862428396123e-13	1.52154490750517e-12
JADE3	1.41995465444906	1.59917386189773	0.887930129600793	-0.171481938181724	1.40415657521374e-13	1.22846407762542e-12
CTTNBP2	1.44263213336478	1.65899152224392	0.869583788718526	-0.20160304982273	1.78341882711001e-08	7.90949993684746e-08
OR5K2	0.136998346076333	0.121522958298666	1.12734538390378	0.172929580557172	0.148051282413757	0.201223749824757
SLC19A3	0.75889938212652	0.866164112337001	0.876161193147255	-0.190731778530382	0.00899343335278887	0.0169394247956116
SPRR4	0.0181334296467616	0.00303477157005036	5.97522061486187	2.57899198072374	0.178489825053548	0.236613776361954
OR2T10	0.495193479439503	0.742962346445434	0.666512215334551	-0.585296778701264	3.55973673627222e-06	1.16195516925337e-05
MRPL18	2.56040865173101	2.51069895341741	1.01979914726373	0.0282850367259967	3.13935154598841e-05	9.02315312673672e-05
KRTAP16-1	0.0674912325765995	0.0358450427622315	1.88286098650473	0.91292648827736	0.00081573920031678	0.0018726534685533
AP4S1	1.10892054637933	1.1473761320014	0.966483889154125	-0.0491824113191114	0.0959761850764556	0.138151396378842
DPYD	1.66821004372274	1.91111785974151	0.872897521845343	-0.196115803465256	5.95952638973673e-14	5.5440622642808e-13
AL049634.2	0.0263890368205235	0.0497733142526759	0.530184441537461	-0.915433760491491	3.31300836828515e-06	1.08559093396207e-05
NGEF	1.20395498774184	1.28924483011419	0.933845115853756	-0.0987448052511665	0.130928445914517	0.180943556832626
OPHN1	0.822956132051636	1.03759841324039	0.793135495920397	-0.334360743971933	1.36156029167242e-13	1.19333521122084e-12
ARID4B	1.63438117113335	1.76097657338762	0.928110683488117	-0.107631228114876	3.37217374702142e-11	2.13268974819716e-10
LIMA1	2.24164960152324	2.3694736791478	0.946053809861045	-0.0800058510564387	6.70189584325009e-10	3.55879959754644e-09
ENOX2	1.3533230584784	1.54209812077187	0.877585570106925	-0.188388290780635	9.62007831309408e-19	1.95158722663142e-17
