	mean_treat	mean_ctrl	FoldChange	log2FoldChange	pvalue	padj
RNF4	2.09783117103471	2.11394129816881	0.992379103834125	-0.0110367376419785	0.16628423005171	0.248157585881724
SNX7	2.39190049084767	2.33735378134458	1.02333695050294	0.0332812543499627	0.00884839832378278	0.0208443638795876
IL4	0.0759264643758425	0.123604939537217	0.614267234465831	-0.703061664107689	1.79532461911495e-05	9.6144357892077e-05
IFT20	1.73830574353134	1.77337435124462	0.980224926739993	-0.0288152604974528	0.0336320373049558	0.0647088932914982
ELAC2	2.11926316237385	2.12298620886803	0.998246316213156	-0.00253225193669452	0.79523581065964	0.851599342051566
RAB35	2.23433180928962	2.23881589073351	0.997997119163551	-0.00289244382829106	0.671421107696599	0.753281040599596
FNBP1L	2.40633817177147	2.3097380354823	1.04182298373461	0.0591101699553128	7.69854620076068e-08	8.20506266110532e-07
REXO2	2.28098557256998	2.22548155301931	1.02494022899241	0.0355397791448147	3.91741503598397e-05	0.00018943222807669
DTYMK	1.93538885732535	1.96300540873201	0.985931495000566	-0.0204406868809521	0.18411903716608	0.269494980900317
ASNSD1	2.33581721396049	2.29751791222462	1.01666985990929	0.0238512733000009	0.0231451271703133	0.0469536037797757
FCGRT	2.72226768160863	2.7357675624402	0.995065413810401	-0.00713672593673004	0.404821591497384	0.509344664873633
ILDR2	0.868090559931386	0.728688427800312	1.19130553857138	0.25254347403345	0.00920163518707673	0.02155433393462
ATF7	1.9220670471675	1.98426042500919	0.968656645540166	-0.0459427229096832	0.00570716582084485	0.0143549879588033
CCDC9	1.96665094866389	1.98328351745568	0.991613620218491	-0.0121500073204091	0.442392477061009	0.546956735653373
KRT33A	0.0250223187787906	0.0577851106776353	0.433023636804681	-1.20748231757929	0.000206203002248082	0.000814143462392589
LRRC17	1.31273409423248	1.53104919813577	0.857408172010986	-0.221945927250159	2.48827512840008e-06	1.73239283351475e-05
C15orf41	0.83554710658848	0.847014552713804	0.986461335181806	-0.0196655899442484	0.546752064253954	0.643879490494048
CD96	1.07795062511558	1.30677251257002	0.824895392845067	-0.277716915883212	8.82733746763557e-06	5.22103738321915e-05
ZFP82	0.929313778216024	0.93926421551519	0.989406136063953	-0.0153652481080441	0.645186834594422	0.731366484892458
FBXL17	1.91854600726514	1.7710639850111	1.08327311915449	0.115397026855437	3.74557361280199e-09	5.94423445164092e-08
ARMC3	0.243736979596429	0.226769318394018	1.07482344314732	0.104099693660906	0.544668609075526	0.642202060890789
PDE1A	1.35326057119874	1.41209452237714	0.958335684866644	-0.0613970046210645	0.295273602463686	0.395160837898764
